STATIONS_ID;MESS_DATUM;QN_3;  FX;  FM;QN_4; RSK;RSKF; SDK;SHK_TAG;  NM; VPM;  PM; TMK; UPM; TXK; TNK; TGK;eor
       2932;20190810;   10;  17.0;   6.8;    3;   0.0;   0;    2.833;   0;   5.3;  17.6;  996.13;   22.0;   67.67;   26.1;   18.2;   14.2;eor
       2932;20190811;   10;  10.3;   3.5;    3;   0.0;   6;    8.683;   0;   4.6;  12.5;  999.02;   22.6;   47.58;   29.2;   15.7;   14.2;eor
       2932;20190812;   10;  10.6;   4.0;    3;   0.0;   6;    4.850;   0;   6.9;  12.4;  999.20;   19.4;   55.83;   23.1;   15.8;   15.1;eor
       2932;20190813;   10;  14.6;   5.8;    3;   0.0;   0;   11.650;   0;   4.6;  11.3; 1000.28;   17.6;   58.21;   23.5;   12.2;    9.2;eor
       2932;20190814;   10;  16.5;   3.1;    3;   0.0;   0;    9.183;   0;   3.8;   9.4; 1001.60;   17.0;   50.50;   23.0;   12.7;    9.2;eor
       2932;20190815;   10;  12.3;   5.3;    3;   1.0;   6;    1.467;   0;   6.8;  12.9;  997.10;   16.9;   67.00;   21.9;   12.2;    9.0;eor
       2932;20190816;   10;  12.2;   4.6;    3;   0.0;   6;    9.333;   0;   6.0;  12.6;  999.97;   18.3;   62.54;   24.2;   14.1;   12.6;eor
       2932;20190817;   10;  14.7;   6.1;    3;   1.8;   6;    0.167;   0;   7.3;  13.3;  995.50;   20.1;   57.67;   25.8;   14.3;   12.4;eor
       2932;20190818;   10;  19.0;   5.7;    3;   0.2;   6;    4.617;   0;   6.3;  17.9;  992.38;   21.9;   71.38;   31.3;   16.8;   16.1;eor
       2932;20190819;   10;  14.2;   3.6;    3;   0.0;   0;    8.150;   0;   5.8;  13.1; 1000.11;   20.5;   56.96;   26.0;   16.5;   13.2;eor
       2932;20190820;   10;   7.7;   2.0;    3;   0.9;   6;    3.100;   0;   7.2;  12.3; 1005.89;   18.0;   61.50;   23.7;   11.2;    9.1;eor
       2932;20190821;   10;   5.7;   2.5;    3;   0.0;   0;    9.600;   0;   3.8;  11.4; 1011.49;   17.7;   59.42;   24.0;   11.3;    8.8;eor
       2932;20190822;   10;  13.0;   2.5;    3;   0.0;   0;   13.117;   0;   1.7;  10.6; 1010.74;   19.6;   49.46;   26.6;   11.0;    7.6;eor
       2932;20190823;   10;   8.2;   2.3;    3;   0.0;   0;   13.450;   0;   0.2;  11.4; 1009.40;   20.8;   51.33;   28.8;   11.7;    8.3;eor
       2932;20190824;   10;   9.1;   3.3;    3;   0.0;   0;   12.550;   0;   1.0;  14.2; 1006.36;   22.0;   56.17;   29.7;   12.5;   11.2;eor
       2932;20190825;   10;   9.6;   3.5;    3;   0.0;   0;   10.117;   0;   2.3;  17.2; 1003.63;   24.9;   57.54;   32.8;   17.2;   16.5;eor
       2932;20190826;   10;  11.3;   3.0;    3;   0.0;   0;    9.150;   0;   2.5;  16.8; 1002.99;   24.6;   57.75;   32.6;   17.0;   15.8;eor
       2932;20190827;   10;   9.4;   2.7;    3;   0.0;   0;   11.083;   0;   4.1;  17.7; 1001.01;   24.7;   60.21;   31.7;   17.0;   15.5;eor
       2932;20190828;   10;  12.0;   3.6;    3;   0.6;   6;    7.917;   0;   3.5;  18.5;  999.15;   24.3;   62.92;   33.0;   18.8;   17.1;eor
       2932;20190829;   10;  12.2;   2.5;    3;   8.6;   6;    7.417;   0;   5.0;  19.3; 1001.95;   22.1;   74.42;   29.6;   16.9;   14.4;eor
       2932;20190830;   10;   5.1;   1.9;    3;   0.0;   0;   11.067;   0;   2.3;  18.7; 1005.24;   23.9;   66.00;   30.6;   17.5;   16.6;eor
       2932;20190831;   10;   9.3;   3.2;    3;   0.0;   0;   12.283;   0;   0.5;  17.3;  999.25;   25.4;   57.71;   33.3;   17.4;   15.6;eor
       2932;20190901;   10;  13.4;   4.2;    3;   0.1;   6;    6.367;   0;   5.1;  15.8;  995.95;   21.7;   60.71;   27.7;   15.1;   14.3;eor
       2932;20190902;   10;  11.3;   2.8;    3;   0.0;   0;    9.700;   0;   3.2;   9.6; 1005.25;   16.5;   53.04;   22.0;   11.7;    7.8;eor
       2932;20190903;   10;  11.8;   3.6;    3;   0.0;   0;    5.383;   0;   4.1;   9.5; 1006.83;   16.5;   53.13;   23.5;    9.2;    6.0;eor
       2932;20190904;   10;  12.7;   4.0;    3;   0.7;   6;   12.667;   0;   2.9;  10.5; 1000.05;   19.7;   50.08;   28.1;   11.3;    8.1;eor
       2932;20190905;   10;  15.4;   4.8;    3;   0.0;   0;    6.417;   0;   5.4;  11.4; 1001.00;   17.1;   60.04;   22.0;   11.2;    8.1;eor
       2932;20190906;   10;   6.2;   2.4;    3;   0.0;   0;   12.133;   0;   1.9;   8.7; 1006.97;   14.0;   57.29;   20.8;    8.3;    4.6;eor
       2932;20190907;   10;   8.2;   2.3;    3;   0.0;   6;    1.100;   0;   6.2;   9.3; 1002.14;   14.2;   59.33;   20.0;    8.3;    5.2;eor
       2932;20190908;   10;   9.1;   1.7;    3;   5.8;   6;    1.917;   0;   7.5;  11.3; 1001.17;   15.2;   67.46;   20.5;   10.4;    8.0;eor
       2932;20190909;   10;  12.3;   4.5;    3;  25.7;   6;    0.000;   0;   7.9;  13.4;  996.38;   12.3;   93.63;   12.8;   11.6;   11.2;eor
       2932;20190910;   10;  12.5;   4.2;    3;   0.0;   0;    9.633;   0;   3.3;  10.6; 1001.05;   14.4;   66.96;   19.4;    9.4;    7.9;eor
       2932;20190911;   10;  11.0;   3.4;    3;   0.0;   0;   11.367;   0;   3.1;  10.5; 1006.32;   16.1;   60.42;   22.4;    8.6;    5.8;eor
       2932;20190912;   10;  10.3;   5.0;    3;   0.0;   0;    4.950;   0;   5.2;  14.2; 1011.00;   18.0;   69.58;   23.0;   14.5;   12.3;eor
       2932;20190913;   10;  12.2;   4.6;    3;   0.0;   6;    1.317;   0;   6.2;  14.4; 1013.80;   18.0;   69.46;   23.0;   13.7;   12.1;eor
       2932;20190914;   10;   5.1;   2.0;    3;   0.0;   0;   10.983;   0;   3.8;   9.6; 1016.28;   13.9;   61.92;   19.4;    8.2;    6.1;eor
       2932;20190915;   10;  11.3;   4.5;    3;   0.0;   0;   10.133;   0;   6.0;  10.0; 1005.72;   17.4;   54.63;   25.5;    9.4;    7.0;eor
       2932;20190916;   10;  11.5;   2.3;    3;   1.3;   6;    0.000;   0;   7.8;  12.9; 1003.20;   12.9;   87.00;   15.9;    9.8;    8.0;eor
       2932;20190917;   10;  17.1;   6.1;    3;   0.9;   6;    5.650;   0;   4.3;  10.2; 1001.22;   11.8;   74.79;   16.7;    7.3;    5.5;eor
       2932;20190918;   10;  13.5;   4.9;    3;   0.0;   6;    5.300;   0;   3.4;   8.8; 1007.29;   10.8;   69.29;   15.9;    5.4;    3.3;eor
       2932;20190919;   10;   9.9;   3.6;    3;   0.0;   0;    7.350;   0;   5.8;   7.8; 1011.85;   10.3;   63.83;   15.9;    5.3;    2.3;eor
       2932;20190920;   10;   7.5;   2.2;    3;   0.0;   0;   10.967;   0;   4.4;   8.2; 1012.20;   10.8;   65.79;   17.0;    4.2;    1.5;eor
       2932;20190921;   10;   6.2;   2.8;    3;   0.0;   0;   11.817;   0;   0.6;   9.3; 1006.13;   13.5;   63.38;   21.3;    5.8;    3.1;eor
       2932;20190922;   10;   7.5;   3.5;    3;   0.0;   0;   11.767;   0;   1.5;   9.8;  997.26;   15.6;   58.08;   24.1;    7.4;    3.4;eor
       2932;20190923;   10;   8.6;   2.8;    3;   0.0;   6;    8.100;   0;   6.0;  12.1;  997.12;   15.4;   69.33;   21.2;    9.1;    5.8;eor
       2932;20190924;   10;   5.7;   2.4;    3;   0.0;   6;    4.283;   0;   7.1;  14.1;  996.44;   16.6;   75.75;   21.6;   13.9;   11.8;eor
       2932;20190925;   10;  11.5;   4.2;    3;   1.7;   6;    0.250;   0;   7.3;  14.0;  990.97;   15.0;   81.79;   17.6;   11.3;    8.7;eor
       2932;20190926;   10;  10.3;   4.3;    3;   2.8;   6;    4.750;   0;   6.6;  14.0;  995.27;   16.0;   77.75;   21.0;   11.1;    8.4;eor
       2932;20190927;   10;  10.8;   4.6;    3;   4.7;   6;    1.033;   0;   6.3;  15.4;  994.43;   15.4;   87.96;   17.4;   12.2;    9.4;eor
       2932;20190928;   10;  17.1;   7.5;    3;   0.0;   6;    5.067;   0;   4.8;  12.6;  996.07;   15.4;   72.92;   20.1;   12.0;   10.9;eor
       2932;20190929;   10;  18.5;   7.3;    3;   1.2;   6;    0.800;   0;   6.8;  12.3;  988.70;   16.3;   66.79;   19.6;   13.0;   11.6;eor
       2932;20190930;   10;  24.4;  10.4;    3;   0.8;   6;    2.333;   0;   5.6;  12.1;  988.07;   15.0;   71.54;   17.9;   10.8;    7.8;eor
       2932;20191001;   10;  17.5;   7.7;    3;   2.2;   6;    2.167;   0;   7.1;  13.2;  987.00;   15.7;   74.13;   20.4;   11.5;   10.1;eor
       2932;20191002;   10;  13.7;   4.4;    3;   4.4;   6;    2.000;   0;   5.3;  10.5;  989.87;   10.5;   80.79;   15.3;    5.5;    3.2;eor
       2932;20191003;   10;  14.1;   5.0;    3;   3.8;   6;    2.933;   0;   7.1;  10.3;  997.70;   10.0;   84.17;   13.9;    7.8;    6.9;eor
       2932;20191004;   10;  10.3;   3.4;    3;  24.5;   6;    0.000;   0;   7.9;  10.7;  993.06;    9.6;   89.50;   12.3;    8.3;    7.9;eor
       2932;20191005;   10;  13.0;   4.4;    3;   0.3;   6;    0.417;   0;   7.2;   9.8;  996.21;    8.3;   89.29;   10.6;    4.9;    2.3;eor
       2932;20191006;   10;   9.6;   3.7;    3;   0.0;   0;    1.200;   0;   6.9;   8.2; 1002.74;    6.5;   85.08;    9.8;    3.8;    0.8;eor
       2932;20191007;   10;   5.7;   2.2;    3;   0.0;   6;    9.533;   0;   3.3;   7.0; 1002.88;    6.1;   76.00;   12.3;    0.8;   -1.0;eor
       2932;20191008;   10;  10.3;   5.3;    3;   4.3;   6;    0.000;   0;   7.9;  11.9;  992.94;   11.0;   89.38;   13.4;    6.4;    5.6;eor
       2932;20191009;   10;  12.3;   6.2;    3;   2.3;   6;    4.917;   0;   5.6;  11.3;  991.98;   12.3;   79.75;   16.5;    9.2;    7.3;eor
       2932;20191010;   10;  13.4;   7.1;    3;   0.3;   6;    3.817;   0;   5.8;  10.0;  995.93;   11.2;   75.00;   15.0;    9.0;    7.3;eor
       2932;20191011;   10;  14.1;   6.8;    3;   0.1;   6;    0.383;   0;   7.2;  11.2;  998.66;   12.8;   75.92;   16.4;    7.8;    5.6;eor
       2932;20191012;   10;  14.7;   6.5;    3;   0.0;   6;    9.917;   0;   4.1;  12.8;  995.82;   17.2;   65.63;   21.7;   11.7;    9.8;eor
       2932;20191013;   10;  11.1;   5.5;    3;   0.0;   0;    6.650;   0;   3.6;  15.3;  996.83;   20.0;   65.71;   25.1;   15.7;   14.1;eor
       2932;20191014;   10;   7.7;   3.3;    3;   0.0;   0;    9.750;   0;   2.0;  14.9;  997.66;   17.9;   73.50;   24.2;   12.7;    9.4;eor
       2932;20191015;   10;   6.2;   2.8;    3;   5.5;   6;    8.600;   0;   4.9;  14.5;  990.88;   16.1;   80.71;   23.8;   11.9;    9.2;eor
       2932;20191016;   10;  14.4;   6.8;    3;   2.6;   6;    1.133;   0;   7.3;  12.6;  994.43;   13.7;   80.13;   16.0;   11.1;   10.8;eor
       2932;20191017;   10;  11.1;   5.2;    3;   2.1;   6;    2.600;   0;   6.0;  11.7;  997.08;   14.3;   71.58;   17.8;   11.2;    8.4;eor
       2932;20191018;   10;  11.3;   4.4;    3;   1.9;   6;    3.950;   0;   6.3;  13.1;  994.86;   14.1;   81.04;   18.8;    8.9;    6.1;eor
       2932;20191019;   10;   9.4;   4.4;    3;   0.3;   6;    0.250;   0;   7.4;  12.3;  994.19;   12.9;   82.04;   15.6;    9.5;    6.7;eor
       2932;20191020;   10;   7.2;   3.4;    3;   0.0;   0;    6.233;   0;   6.6;  13.1;  994.30;   14.9;   77.38;   20.3;   11.5;    9.7;eor
       2932;20191021;   10;   6.2;   2.5;    3;   0.0;   0;    0.950;   0;   6.0;  13.6; 1001.45;   13.9;   85.71;   18.8;   10.3;    7.0;eor
       2932;20191022;   10;   5.8;   2.3;    3;   0.0;   0;    6.883;   0;   3.5;  12.7; 1007.45;   12.9;   85.21;   18.1;    8.4;    6.2;eor
       2932;20191023;   10;   4.6;   1.7;    3;   0.2;   6;    0.000;   0;   6.3;  12.0; 1002.38;    9.9;   97.71;   12.3;    7.1;    5.1;eor
       2932;20191024;   10;   9.3;   3.1;    3;   0.0;   0;    5.850;   0;   5.5;  12.9;  995.02;   12.2;   91.08;   17.0;    7.9;    8.5;eor
       2932;20191025;   10;  11.8;   4.8;    3;   0.0;   0;    6.500;   0;   5.8;  12.2; 1003.33;   13.8;   77.21;   18.6;   10.2;    8.5;eor
       2932;20191026;   10;  11.1;   5.1;    3;   0.0;   0;    7.083;   0;   6.3;  11.8; 1001.19;   13.9;   75.42;   19.4;    9.7;    7.9;eor
       2932;20191027;   10;  12.3;   4.1;    3;   2.0;   6;    0.350;   0;   6.3;  10.2; 1001.33;   10.0;   82.88;   16.2;    3.5;    0.4;eor
       2932;20191028;   10;   8.7;   4.3;    3;   0.0;   0;    6.833;   0;   2.7;   8.2; 1005.35;    6.2;   86.50;   11.9;    2.6;    0.2;eor
       2932;20191029;   10;   6.5;   2.1;    3;   0.0;   0;    5.917;   0;   5.4;   7.7; 1008.37;    5.7;   84.21;    9.8;    2.8;   -0.1;eor
       2932;20191030;   10;   5.0;   2.3;    3;   0.0;   0;    3.567;   0;   4.4;   6.7; 1013.04;    2.5;   92.13;    5.0;   -1.3;   -3.4;eor
       2932;20191031;   10;   5.1;   2.0;    3;   0.0;   0;    5.567;   0;   4.4;   5.5; 1009.71;    0.4;   88.54;    5.8;   -4.1;   -5.6;eor
       2932;20191101;   10;   9.8;   4.2;    3;   1.8;   6;    5.450;   0;   5.4;   6.8;  996.31;    3.4;   84.75;    8.1;   -3.4;   -6.2;eor
       2932;20191102;   10;  11.7;   5.9;    3;   0.7;   6;    2.617;   0;   7.0;  12.2;  978.93;   12.5;   83.63;   18.0;    8.1;    7.6;eor
       2932;20191103;   10;  11.8;   4.3;    3;   7.6;   6;    1.117;   0;   7.3;  12.2;  974.21;   11.9;   87.63;   14.4;    9.0;    7.1;eor
       2932;20191104;   10;  11.8;   4.7;    3;   1.3;   6;    2.300;   0;   7.2;  11.2;  975.18;   11.1;   85.00;   13.8;    8.0;    5.8;eor
       2932;20191105;   10;  10.1;   4.3;    3;   0.3;   6;    0.133;   0;   5.5;   9.4;  980.70;    8.4;   85.67;   11.1;    4.7;    1.7;eor
       2932;20191106;   10;  10.3;   4.1;    3;   1.7;   6;    0.833;   0;   7.3;   9.2;  985.17;    7.4;   88.92;   10.7;    4.5;    2.7;eor
       2932;20191107;   10;   9.6;   4.3;    3;   0.0;   0;    4.717;   0;   6.3;   9.1;  987.08;    8.9;   80.54;   12.3;    6.4;    3.1;eor
       2932;20191108;   10;   6.7;   2.6;    3;   1.8;   6;    0.067;   0;   7.6;   9.1;  990.12;    7.1;   90.08;    8.9;    4.7;    2.3;eor
       2932;20191109;   10;   8.2;   3.7;    3;   0.1;   6;    0.000;   0;   7.3;   8.4;  991.70;    5.9;   89.83;    7.1;    1.5;   -0.9;eor
       2932;20191110;   10;   5.3;   1.9;    3;   0.0;   6;    8.367;   0;   1.9;   6.9;  997.18;    3.9;   85.96;    9.5;   -0.6;   -3.1;eor
       2932;20191111;   10;   9.6;   4.7;    3;   0.0;   6;    4.533;   0;   5.7;   6.2;  994.77;    2.0;   88.08;    6.1;   -0.5;   -2.0;eor
       2932;20191112;   10;   9.3;   5.1;    3;   0.0;   0;    2.450;   0;   6.6;   6.7;  989.60;    4.9;   77.54;    8.0;    2.5;    1.6;eor
       2932;20191113;   10;   8.2;   4.0;    3;   0.0;   0;    0.833;   0;   7.3;   6.8;  987.13;    5.1;   77.63;    7.4;    3.3;    1.5;eor
       2932;20191114;   10;  10.1;   4.3;    3;   0.0;   0;    6.983;   0;   4.7;   6.6;  990.94;    4.0;   81.58;    8.2;    0.5;   -2.2;eor
       2932;20191115;   10;  12.2;   4.7;    3;   4.1;   6;    1.150;   0;   7.2;   8.2;  987.40;    5.6;   90.04;    9.5;    2.5;    1.0;eor
       2932;20191116;   10;  10.1;   3.6;    3;   0.3;   6;    2.033;   0;   6.3;   7.7;  992.10;    4.5;   90.88;    7.6;    0.7;   -1.9;eor
       2932;20191117;   10;   7.9;   3.1;    3;   1.0;   6;    0.000;   0;   7.5;   7.6;  993.66;    3.4;   96.83;    6.2;   -0.1;   -2.3;eor
       2932;20191118;   10;  12.3;   4.2;    3;   2.2;   6;    0.000;   0;   6.2;   8.1;  990.66;    5.5;   89.54;    7.3;    3.4;    1.6;eor
       2932;20191119;   10;  14.6;   4.6;    3;   3.1;   6;    1.200;   0;   7.0;   7.3;  999.73;    5.4;   81.17;    6.9;    3.7;    2.3;eor
       2932;20191120;   10;   5.1;   1.5;    3;   0.1;   6;    0.000;   0;   8.0;   7.8; 1001.52;    4.1;   94.79;    4.7;    3.4;    3.0;eor
       2932;20191121;   10;   5.0;   2.1;    3;   2.2;   6;    0.000;   0;   8.0;   9.1;  994.76;    5.8;   98.54;    7.1;    4.5;    4.5;eor
       2932;20191122;   10;   6.2;   2.4;    3;   0.0;   0;    4.017;   0;   5.4;   8.0;  993.49;    4.5;   94.33;    7.8;    0.0;   -2.1;eor
       2932;20191123;   10;  12.5;   4.9;    3;   0.0;   0;    7.017;   0;   3.3;   7.9;  989.49;    5.0;   90.54;   10.6;   -0.9;   -2.6;eor
       2932;20191124;   10;   5.1;   2.2;    3;   0.0;   0;    3.733;   0;   6.4;   7.4;  992.59;    3.1;   96.25;    8.1;    0.3;   -1.0;eor
       2932;20191125;   10;   5.8;   1.7;    3;   0.0;   0;    0.000;   0;   8.0;   7.3;  995.01;    2.5;   99.54;    3.3;    1.3;    1.7;eor
       2932;20191126;   10;   8.2;   4.1;    3;   0.0;   0;    1.400;   0;   7.5;   8.3;  991.27;    6.0;   89.17;    9.5;    3.0;    2.7;eor
       2932;20191127;   10;  10.3;   5.2;    3;   3.3;   6;    0.183;   0;   6.8;   8.8;  981.36;    6.6;   89.46;    8.5;    4.1;    3.3;eor
       2932;20191128;   10;  18.9;   8.3;    3;   2.6;   6;    3.483;   0;   6.3;   9.1;  977.38;   10.0;   74.58;   12.7;    7.7;    6.1;eor
       2932;20191129;   10;  14.7;   6.7;    3;   0.2;   6;    4.400;   0;   5.0;   7.0;  989.33;    5.3;   77.75;    9.2;   -0.7;   -3.6;eor
       2932;20191130;   10;   9.4;   3.7;    3;   0.0;   0;    3.283;   0;   3.6;   6.2; 1005.30;    1.7;   90.33;    5.8;   -0.9;   -4.9;eor
       2932;20191201;   10;   4.1;   2.0;    3;   0.0;   0;    2.617;   0;   7.2;   6.1; 1005.28;    1.1;   93.00;    5.1;   -1.2;   -3.3;eor
       2932;20191202;   10;   9.8;   4.6;    3;   0.3;   6;    0.300;   0;   6.9;   6.5; 1005.46;    2.1;   90.88;    4.6;   -0.4;   -1.3;eor
       2932;20191203;   10;   6.7;   3.4;    3;   0.2;   6;    0.133;   0;   7.3;   7.3; 1010.37;    3.8;   90.92;    5.9;    2.0;    0.8;eor
       2932;20191204;   10;   7.2;   3.1;    3;   0.0;   0;    7.583;   0;   2.5;   6.1; 1007.47;    2.5;   83.79;    6.1;   -1.3;   -4.2;eor
       2932;20191205;   10;  12.3;   4.7;    3;   0.0;   0;    7.500;   0;   1.7;   5.2; 1003.65;    0.6;   81.38;    4.5;   -2.1;   -4.7;eor
       2932;20191206;   10;  16.1;   6.4;    3;   1.2;   6;    2.017;   0;   5.0;   5.5;  995.95;    2.6;   73.88;    6.2;   -1.4;   -3.3;eor
       2932;20191207;   10;  16.8;   8.8;    3;   0.0;   6;    1.233;   0;   7.3;   8.3;  993.51;    7.6;   79.38;    9.9;    5.5;    4.2;eor
       2932;20191208;   10;  18.7;   8.2;    3;   1.0;   6;    0.000;   0;   7.4;   8.4;  988.37;    9.0;   73.00;   11.1;    6.8;    5.8;eor
       2932;20191209;   10;  14.7;   6.6;    3;   0.6;   6;    3.233;   0;   6.7;   7.6;  985.69;    7.0;   76.33;    9.6;    4.1;    2.0;eor
       2932;20191210;   10;  11.7;   5.3;    3;   0.0;   0;    4.867;   0;   2.4;   6.1; 1005.28;    2.8;   82.21;    5.6;    0.1;   -1.6;eor
       2932;20191211;   10;  12.9;   5.6;    3;   2.8;   8;    0.083;   0;   7.5;   5.2;  995.10;    2.6;   70.46;    4.3;    0.7;   -0.4;eor
       2932;20191212;   10;   9.1;   4.7;    3;   0.0;   0;    1.067;   0;   6.6;   6.4;  986.02;    2.1;   90.33;    4.1;   -0.1;   -1.9;eor
       2932;20191213;   10;  10.3;   4.6;    3;   7.4;   8;    2.367;   0;   4.8;   5.8;  968.49;    1.1;   86.46;    3.6;   -1.7;   -3.3;eor
       2932;20191214;   10;  19.2;   8.4;    3;   2.2;   6;    0.500;   0;   6.7;   6.9;  974.74;    4.6;   81.88;    6.3;    3.0;    1.3;eor
       2932;20191215;   10;  14.6;   7.0;    3;   0.6;   6;    0.933;   0;   6.7;   7.5;  986.65;    6.5;   76.92;   10.1;    2.4;   -0.1;eor
       2932;20191216;   10;  10.3;   4.5;    3;   0.9;   6;    0.033;   0;   6.5;   8.7;  992.95;    7.6;   82.50;   11.0;    4.4;    2.7;eor
       2932;20191217;   10;  12.0;   5.1;    3;   0.0;   0;    2.050;   0;   6.7;   8.3;  990.56;   10.0;   67.29;   15.0;    6.2;    4.8;eor
       2932;20191218;   10;   9.8;   3.3;    3;   0.3;   6;    0.000;   0;   5.3;   8.8; 1000.00;    7.6;   85.21;   11.4;    1.4;   -0.5;eor
       2932;20191219;   10;   7.4;   3.4;    3;   0.0;   0;    3.750;   0;   4.5;   8.1;  998.51;    4.8;   93.29;    8.5;    2.0;   -0.6;eor
       2932;20191220;   10;   9.4;   3.9;    3;   0.4;   6;    4.883;   0;   5.0;   8.0;  980.22;    6.6;   81.71;   11.1;    0.9;   -1.5;eor
       2932;20191221;   10;   9.6;   4.3;    3;   0.0;   0;    5.083;   0;   3.8;   7.8;  977.77;    6.1;   83.13;    9.7;    1.5;   -0.5;eor
       2932;20191222;   10;   9.1;   4.3;    3;   0.1;   6;    0.000;   0;   6.2;   7.5;  973.13;    4.5;   88.71;    7.6;    0.9;   -0.8;eor
       2932;20191223;   10;  11.5;   6.0;    3;   0.2;   6;    0.617;   0;   6.8;   8.1;  987.31;    6.5;   84.04;    8.1;    4.6;    3.2;eor
       2932;20191224;   10;  13.4;   5.9;    3;   4.3;   6;    2.367;   0;   6.6;   7.8;  994.33;    5.8;   84.21;    8.3;    3.6;    2.0;eor
       2932;20191225;   10;   9.6;   4.1;    3;   1.6;   6;    0.000;   0;   7.5;   8.3;  998.77;    5.6;   91.42;    6.7;    3.9;    1.8;eor
       2932;20191226;   10;   7.4;   3.1;    3;   0.0;   6;    1.567;   0;   6.7;   7.1; 1007.61;    3.8;   88.75;    5.9;    0.9;   -1.0;eor
       2932;20191227;   10;   7.2;   2.4;    3;   0.0;   6;    0.000;   0;   7.3;   6.3; 1012.75;    2.3;   87.75;    4.1;    0.5;   -2.7;eor
       2932;20191228;   10;   5.5;   1.8;    3;   0.0;   0;    0.083;   0;   6.8;   5.0; 1024.62;   -0.4;   83.25;    1.3;   -4.1;   -6.9;eor
       2932;20191229;   10;   8.2;   3.8;    3;   0.0;   0;    7.017;   0;   5.1;   4.4; 1022.18;   -1.4;   79.67;    1.9;   -5.1;   -7.4;eor
       2932;20191230;   10;  11.8;   6.3;    3;   0.0;   0;    3.900;   0;   5.5;   4.2; 1013.98;    4.2;   51.71;    8.2;    0.8;    0.4;eor
